SOI,YEAR,POP_TOT,POP_HH,HH_TOT,POP_GRP,POP_SCHL,AGE_0005,AGE_0614,AGE_1519,AGE_2024,AGE_2534,AGE_3544,AGE_4554,AGE_5564,AGE_6574,AGE_75p,RACE_White,RACE_Hisp,RACE_Black,RACE_Asian,RACE_PacIs,RACE_NatAm,RACE_Other,RACE_TwoPlus,INC_0010,INC_1024,INC_2534,INC_3549,INC_5074,INC_7599,INC_100149,INC_150p,EMP_AGR,EMP_OTH,EMP_IND,EMP_RET,EMP_OFC,EMP_EDU,EMP_MED,EMP_FOO,EMP_GOV,EMP_TOT
Fresno County,2019,1018241,1000643,314418,17598,187796,94257,136620,73079,74166,151437,126501,109909,107089,75136,52449,296462,535578,46827,94449,1203,5944,1846,18334,20748,51640,29970,43750,56210,37580,43360,31160,44000,26500,62000,38600,51000,43100,68800,35600,35700,405300
Fresno County,2020,1023360,1005847,316080,17513,188378,94800,136073,73030,73260,151848,128267,109285,107179,78152,53953,294636,541748,46938,95104,1212,5913,1850,18446,22810,56800,32960,47240,52560,35140,39900,28670,41000,24700,56000,36000,47800,43200,66900,23600,36000,375200
Fresno County,2021,1032484,1014831,319921,17654,190064,95648,137288,73682,73914,153204,129413,110261,108136,78850,54435,297267,546587,47357,95953,1223,5966,1867,18611,23087,57490,33361,47814,53199,35567,40385,29018,44000,26100,59083,35898,50721,42466,66048,21360,35640,381316
Fresno County,2022,1041692,1023881,323808,17810,191759,96498,138513,74339,74574,154571,130567,111244,109100,79554,54921,299918,551462,47779,96809,1234,6019,1883,18777,23367,58189,33766,48395,53845,35999,40876,29371,44000,26500,62000,38600,51000,43100,68800,35600,35700,405300
Fresno County,2023,1050981,1033020,327743,17961,193473,96259,134839,75143,71339,148513,137516,111689,104233,87920,65569,285536,574060,47143,98367,1252,5755,1869,19038,20059,50270,28679,43740,62238,41602,47215,33940,44100,26500,62500,39500,52900,43300,70400,35900,35900,411000
Fresno County,2024,1060354,1042241,331726,18113,195202,97118,136042,75814,71975,149839,138744,112686,105164,88704,66155,288087,579183,47563,99245,1263,5806,1886,19208,20303,50881,29027,44272,62994,42108,47789,34352,44200,26500,63100,39800,53300,43600,72000,36100,36200,414800
Fresno County,2025,1069810,1050897,335757,18913,196825,97925,137172,76444,72573,151083,139896,113622,106037,89441,66704,290479,583994,47958,100069,1274,5854,1902,19367,20548,51500,29380,44810,63759,42620,48370,34770,44300,26500,63800,40100,53800,43900,73600,36300,36500,418800
Fresno County,2026,1078121,1059071,338606,19050,198357,98686,138239,77038,73138,152258,140984,114506,106862,90137,67223,292740,588536,48331,100847,1283,5900,1916,19518,20725,51936,29629,45190,64300,42981,48780,35065,44400,26500,64400,40400,54100,44200,74300,36500,36700,421500
Fresno County,2027,1086496,1067308,341479,19188,199900,99451,139315,77638,73707,153443,142081,115396,107693,90838,67746,295015,593114,48707,101632,1293,5946,1931,19670,20901,52377,29880,45573,64846,43346,49194,35362,44600,26500,65000,40600,54400,44500,75000,36700,36900,424200
Fresno County,2028,1094936,1075610,344376,19326,201456,97683,141373,72737,74787,142101,146987,122858,102128,94401,80555,279711,616266,48113,102583,1304,5651,1922,20060,19135,48130,27197,44601,70087,45839,52004,37383,44800,26500,65400,40900,54800,44800,75700,36900,37100,426900
Fresno County,2029,1103442,1083976,347298,19466,203023,98444,142472,73303,75368,143206,148130,123814,102923,95135,81181,281888,621059,48487,103380,1314,5695,1937,20216,19296,48539,27428,44979,70681,46228,52446,37701,44900,26500,66000,41100,55200,45100,76400,37100,37300,429600
Fresno County,2030,1112014,1092379,350245,19635,204598,99206,143577,73871,75953,144316,149278,124774,103721,95872,81811,284073,625874,48863,104182,1324,5739,1952,20372,19459,48951,27660,45361,71281,46621,52891,38021,45100,26500,66600,41400,55500,45400,77100,37300,37500,432400
Fresno County,2031,1119781,1100018,351997,19762,206029,99900,144581,74388,76484,145325,150322,125646,104446,96543,82383,286058,630251,49205,104910,1334,5780,1965,20515,19556,49196,27799,45588,71638,46854,53155,38211,45200,26500,67200,41600,55800,45600,77700,37400,37700,434700
Fresno County,2032,1127601,1107710,353758,19891,207471,100599,145592,74908,77018,146342,151373,126525,105176,97218,82959,288059,634658,49549,105644,1343,5820,1979,20658,19655,49442,27938,45816,71996,47088,53421,38402,45300,26500,67700,41800,56100,45900,78300,37600,37900,437100
Fresno County,2033,1135477,1115456,355528,20021,208922,98446,145040,77247,72517,145224,146718,134426,106606,93717,95515,272146,658901,48704,105871,1351,5492,1961,21030,18208,45950,24712,40781,79444,49544,56207,40682,45400,26500,68200,42000,56600,46200,78900,37800,38100,439700
Fresno County,2034,1143407,1123256,357307,20151,210384,99135,146055,77787,73024,146239,147744,135366,107351,94372,96183,274049,663509,49044,106611,1360,5531,1975,21177,18298,46180,24836,40985,79842,49792,56488,40886,45500,26500,68900,42300,56900,46500,79500,38000,38300,442400
Fresno County,2035,1151393,1131225,359094,20168,211877,99836,147091,78339,73542,147277,148793,136326,108113,95042,96866,275993,668216,49392,107367,1370,5570,1989,21328,18388,46411,24960,41191,80241,50041,56771,41091,45600,26500,69400,42500,57200,46800,80100,38200,38500,444800
Fresno County,2036,1158207,1137927,360747,20280,213133,100430,147962,78803,73978,148149,149674,137134,108753,95605,97439,277627,672175,49685,108004,1378,5603,2001,21454,18475,46624,25075,41380,80610,50271,57032,41280,45700,26500,70000,42700,57500,47000,80700,38400,38700,447200
Fresno County,2037,1165061,1144670,362406,20392,214396,101024,148839,79270,74416,149027,150561,137947,109398,96171,98017,279274,676158,49979,108643,1386,5636,2013,21581,18560,46839,25191,41570,80981,50502,57294,41469,45800,26400,70300,42900,57900,47200,81400,38600,38900,449400
Fresno County,2038,1171956,1151452,364074,20505,215667,100048,146716,79877,77020,146518,140656,143957,117539,92183,106938,263272,700595,48815,108320,1398,5270,1985,21797,17181,43519,22830,37673,84660,53645,60463,44103,45900,26400,70900,43100,58100,47400,82100,38800,39100,451800
Fresno County,2039,1178892,1158274,365749,20618,216945,100643,147585,80350,77476,147386,141489,144810,118235,92729,107571,264833,704746,49104,108961,1406,5301,1997,21926,17261,43719,22935,37846,85049,53892,60741,44306,45900,26400,71400,43300,58400,47600,82800,39000,39300,454100
Fresno County,2040,1185869,1165137,367432,20732,218231,101238,148460,80826,77935,148259,142328,145668,118936,93278,108209,266402,708922,49395,109607,1414,5332,2009,22056,17342,43920,23040,38020,85440,54140,61020,44510,46000,26400,71900,43500,58700,47800,83500,39200,39500,456500
Fresno County,2041,1191785,1170956,368783,20829,219321,101745,149201,81230,78324,149000,143038,146395,119530,93744,108749,267733,712462,49642,110154,1421,5359,2019,22166,17403,44082,23125,38160,85755,54339,61245,44674,46000,26300,72400,43700,59100,48100,84200,39400,39700,458900
Fresno County,2042,1197730,1176804,370139,20926,220417,102253,149946,81635,78716,149744,143753,147126,120127,94212,109292,269070,716020,49890,110704,1428,5386,2029,22277,17468,44244,23210,38300,86070,54539,61470,44838,46000,26300,72900,43900,59400,48300,84900,39500,39800,461000
Fresno County,2043,1203705,1182681,371500,21024,221518,106493,147531,80629,79195,147924,142966,142877,127877,95821,111368,256765,737367,48298,109681,1440,4975,1978,22177,16281,41405,21084,34793,85350,59183,65348,48056,46100,26300,73400,44000,59600,48500,85600,39600,39900,463000
Fresno County,2044,1209709,1188587,372865,21122,222625,107023,148268,81032,79591,148663,143680,143591,128515,96300,111924,258048,741049,48539,110229,1447,5000,1988,22287,16340,41557,21162,34921,85664,59401,65588,48232,46100,26200,73700,44200,59900,48700,86300,39700,40000,464800
Fresno County,2045,1215744,1194523,374236,21221,223737,107559,149008,81437,79988,149405,144397,144308,129157,96781,112483,259335,744750,48781,110780,1455,5025,1998,22399,16399,41710,21240,35050,85979,59619,65829,48410,46100,26100,74300,44400,60100,48900,87000,39800,40100,466800
Fresno County,2046,1220571,1199271,375480,21300,224627,107987,149600,81760,80306,149999,144971,144882,129671,97165,112930,260367,747710,48975,111220,1460,5045,2006,22488,16455,41848,21310,35166,86265,59818,66048,48570,46100,26100,74700,44500,60400,49000,87700,39900,40200,468600
Fresno County,2047,1225417,1204038,376729,21379,225520,108414,150195,82085,80625,150596,145548,145458,130186,97552,113379,261402,750682,49170,111662,1466,5065,2014,22577,16510,41987,21381,35283,86552,60016,66268,48732,46100,26000,75300,44600,60500,49100,88400,40000,40300,470300
Fresno County,2048,1230283,1208824,377981,21459,226417,110172,152737,80468,79644,153529,142893,135750,135700,104778,113153,250263,770438,47348,110455,1470,4636,1944,22270,15128,38692,19510,32186,82441,67451,70391,52182,46100,26000,75800,44700,60600,49200,89100,40100,40400,472000
Fresno County,2049,1235168,1213629,379238,21539,227317,110611,153344,80788,79960,154139,143461,136290,136239,105194,113603,251258,773500,47537,110894,1476,4654,1952,22358,15178,38821,19575,32293,82715,67675,70625,52356,46000,26000,76200,44800,60700,49300,89800,40200,40500,473500
Fresno County,2050,1240072,1218453,380499,21619,228221,111049,153954,81109,80278,154752,144031,136832,136781,105612,114055,252256,776575,47726,111335,1482,4673,1959,22447,15229,38950,19640,32400,82990,67900,70860,52530,46000,25800,76600,44900,60900,49400,90500,40300,40600,475000
Clovis,2019,134213,133616,44648,597,25024,10969,16176,9899,10066,18067,16278,16751,16466,11468,7476,74226,37786,3020,13247,265,1014,210,3848,1448,3740,5120,4120,7230,5550,10490,6950,376,3428,4808,5848,5000,3284,6866,5643,812,36064
Clovis,2020,134781,134188,44839,593,25115,11022,16004,9689,10112,18420,16166,16509,16606,11971,7689,74144,38312,3030,13337,266,1012,210,3877,1739,4450,6140,4310,6800,5220,9730,6450,350,3395,4543,5454,4991,3292,6776,3641,819,33260
Clovis,2021,136296,135696,45441,600,25398,11146,16184,9797,10226,18627,16348,16695,16793,12105,7775,74976,38743,3064,13487,269,1024,212,3921,1764,4510,6222,4368,6891,5290,9860,6536,376,3165,4793,5439,5296,3236,6690,3295,811,33099
Clovis,2022,137511,136906,46051,605,25624,11246,16328,9885,10317,18793,16494,16844,16942,12213,7844,75645,39088,3091,13607,272,1033,214,3956,1787,4570,6306,4426,6984,5361,9993,6624,376,3428,4808,5848,5325,3284,6866,5643,812,36389
Clovis,2023,138895,138284,46669,611,25882,11381,16124,8903,9629,19705,16734,15979,16344,13641,9844,74352,41362,3101,13889,277,1007,214,4082,1334,3466,5034,4693,7342,5686,11490,7624,380,3434,4870,5937,5416,3289,6910,5710,820,36766
Clovis,2024,140292,139674,47295,618,26142,11497,16286,8993,9725,19903,16902,16139,16508,13778,9943,75099,41778,3132,14028,280,1017,217,4123,1351,3513,5102,4756,7440,5763,11644,7726,380,3434,4880,5940,5640,3289,6912,5830,840,37145
Clovis,2025,141701,141055,47930,646,26400,11611,16447,9082,9821,20099,17070,16299,16671,13914,10041,75841,42191,3163,14167,283,1027,219,4164,1370,3560,5170,4820,7540,5840,11800,7830,380,3441,4814,5896,5608,3189,6902,5818,842,36890
Clovis,2026,142895,142243,48366,651,26623,11709,16586,9158,9904,20269,17213,16436,16812,14031,10125,76481,42546,3190,14286,285,1036,220,4199,1383,3592,5217,4864,7609,5893,11907,7901,381,3441,4877,5978,5680,3234,6978,5844,847,37260
Clovis,2027,144098,143441,48806,657,26847,11809,16725,9235,9988,20439,17358,16574,16953,14149,10211,77123,42905,3217,14407,288,1045,222,4234,1395,3625,5264,4908,7678,5947,12016,7973,383,3441,4943,6040,5754,3281,7056,5879,854,37630
Clovis,2028,145310,144648,49250,662,27073,11775,17011,8952,9024,19925,18465,16018,15955,15115,12408,75579,45252,3214,14693,292,1008,223,4387,1199,3123,4508,4753,8298,6285,12678,8406,384,3441,4993,6130,5840,3328,7125,5906,861,38010
Clovis,2029,146532,145864,49698,668,27300,11873,17154,9027,9100,20093,18620,16153,16090,15242,12512,76215,45633,3241,14816,294,1016,225,4424,1209,3151,4549,4796,8374,6342,12794,8483,385,3441,5059,6200,5930,3375,7195,5936,869,38390
Clovis,2030,147763,147089,50150,674,27529,11972,17298,9103,9177,20261,18777,16289,16225,15370,12617,76854,46016,3268,14941,297,1025,227,4461,1220,3180,4590,4840,8450,6400,12910,8560,387,3441,5127,6292,6002,3424,7261,5960,876,38771
Clovis,2031,148879,148199,50426,680,27737,12063,17429,9172,9246,20414,18918,16412,16347,15486,12712,77434,46363,3293,15054,299,1032,229,4495,1228,3197,4615,4867,8496,6435,12981,8607,388,3441,5191,6358,6078,3448,7334,6002,881,39120
Clovis,2032,150002,149317,50704,685,27946,12154,17560,9241,9316,20568,19061,16535,16471,15603,12808,78018,46713,3318,15167,301,1040,231,4529,1233,3215,4641,4893,8543,6471,13053,8655,389,3441,5250,6430,6150,3483,7398,6037,892,39470
Clovis,2033,151133,150443,50983,690,28157,11895,17806,9454,9085,19046,20171,16937,15772,15188,15089,76264,49198,3300,15465,305,997,229,4685,1068,2730,3630,4648,9316,6775,13668,9148,389,3441,5305,6496,6246,3514,7469,6065,895,39820
Clovis,2034,152272,151577,51264,695,28370,11985,17940,9526,9154,19189,20323,17065,15891,15302,15202,76841,49569,3324,15581,307,1004,231,4720,1073,2745,3650,4674,9368,6812,13743,9199,390,3441,5379,6570,6310,3550,7533,6098,909,40180
Clovis,2035,153419,152723,51546,696,28584,12076,18075,9598,9223,19334,20477,17194,16011,15418,15317,77420,49944,3350,15699,309,1012,233,4756,1079,2760,3670,4700,9419,6850,13819,9249,391,3441,5438,6640,6390,3596,7599,6130,916,40540
Clovis,2036,154398,153697,51806,701,28766,12152,18191,9659,9282,19458,20608,17303,16113,15516,15415,77916,50262,3371,15799,311,1018,234,4786,1085,2774,3688,4723,9467,6884,13889,9296,392,3441,5505,6710,6450,3628,7667,6166,921,40880
Clovis,2037,155383,154678,52066,705,28950,12230,18307,9721,9341,19582,20739,17414,16216,15615,15513,78413,50583,3392,15900,313,1025,235,4817,1090,2788,3707,4747,9514,6919,13958,9343,393,3428,5551,6782,6552,3662,7726,6199,927,41220
Clovis,2038,156373,155663,52328,710,29134,11999,18233,9991,9610,18527,20457,18747,15864,14904,17331,76414,53262,3356,16168,315,973,231,4944,921,2326,2554,4544,10186,7276,14681,9840,394,3428,5620,6852,6612,3696,7792,6233,933,41560
Clovis,2039,157369,156655,52591,714,29320,12073,18349,10055,9672,18646,20587,18867,15965,14999,17442,76900,53601,3378,16271,317,979,233,4976,924,2338,2567,4567,10238,7313,14755,9889,394,3428,5680,6920,6690,3739,7850,6267,933,41900
Clovis,2040,158372,157653,52856,719,29507,12151,18466,10119,9733,18764,20718,18987,16067,15095,17553,77390,53943,3399,16375,319,986,234,5007,930,2350,2580,4590,10289,7349,14829,9939,395,3428,5739,6990,6770,3771,7909,6303,939,42245
Clovis,2041,159221,158499,53068,723,29665,12217,18565,10173,9785,18865,20829,19089,16153,15176,17647,77806,54232,3417,16463,321,991,235,5034,934,2359,2590,4608,10331,7379,14888,9979,395,3415,5799,7040,6850,3800,7960,6345,946,42550
Clovis,2042,160075,159349,53282,727,29824,12281,18665,10228,9838,18966,20941,19191,16240,15257,17742,78222,54523,3436,16551,323,996,237,5061,937,2369,2601,4627,10372,7409,14948,10019,395,3415,5859,7110,6916,3824,8007,6381,952,42860
Clovis,2043,160934,160203,53497,730,29985,13309,18250,10255,10074,18983,19428,20344,16671,14636,18253,76666,56967,3358,16623,321,931,230,5107,775,1984,1547,3988,10941,7906,15782,10574,395,3415,5920,7160,6980,3864,8069,6410,957,43170
Clovis,2044,161796,161062,53712,734,30145,13381,18348,10310,10128,19085,19532,20453,16760,14715,18350,77077,57273,3376,16712,322,936,232,5134,776,1992,1554,4004,10985,7938,15846,10617,395,3402,5954,7232,7072,3895,8123,6449,968,43490
Clovis,2045,162663,161925,53928,738,30306,13454,18446,10365,10182,19187,19636,20562,16850,14794,18449,77490,57579,3394,16802,324,941,233,5162,779,2000,1560,4020,11030,7970,15909,10660,395,3389,6024,7312,7132,3935,8175,6482,974,43818
Clovis,2046,163356,162615,54122,741,30435,13511,18525,10409,10225,19269,19720,20650,16922,14857,18527,77821,57825,3408,16873,325,945,234,5184,783,2007,1566,4034,11069,7998,15967,10698,395,3389,6067,7350,7200,3960,8224,6524,981,44090
Clovis,2047,164052,163308,54317,745,30565,13569,18604,10453,10269,19351,19804,20738,16994,14920,18606,78152,58071,3423,16945,327,949,235,5206,787,2014,1571,4049,11109,8027,16024,10736,395,3376,6135,7400,7240,3996,8268,6561,988,44360
Clovis,2048,164751,164003,54512,748,30695,13854,19228,10241,10305,19841,18684,20395,18250,14569,18636,76581,60550,3321,16911,327,880,228,5205,676,1767,814,2095,11945,9006,16840,11369,395,3376,6196,7450,7280,4032,8317,6599,994,44640
Clovis,2049,165453,164702,54708,751,30826,13914,19310,10285,10349,19926,18763,20482,18327,14631,18715,76908,60808,3335,16983,328,884,229,5227,677,1774,817,2103,11988,9038,16901,11410,395,3376,6245,7495,7320,4068,8371,6647,1004,44920
Clovis,2050,166157,165403,54905,754,30957,13973,19392,10329,10393,20011,18843,20569,18405,14693,18795,77235,61067,3349,17056,330,887,230,5249,680,1780,820,2110,12031,9071,16962,11451,395,3350,6298,7555,7390,4103,8425,6675,1008,45200
Coalinga,2019,13532,11314,3917,2218,2513,991,1438,795,783,1727,1421,1381,1442,868,468,3902,6474,388,333,16,63,7,131,429,500,400,220,739,480,679,470,25,28,169,317,187,968,365,319,319,2697
Coalinga,2020,13686,11466,3969,2220,2539,1012,1444,772,804,1750,1433,1356,1489,904,502,3912,6607,388,340,16,63,7,133,479,550,440,240,760,450,620,430,23,26,162,295,175,970,355,211,322,2540
Coalinga,2021,13914,11657,4027,2257,2582,1030,1468,785,817,1779,1457,1379,1513,919,510,3978,6717,394,346,16,64,7,135,488,558,446,243,771,456,629,436,25,91,171,294,186,954,354,191,318,2584
Coalinga,2022,14034,11757,4086,2277,2604,1038,1481,791,824,1795,1469,1391,1526,927,515,4010,6775,398,349,17,64,8,136,494,566,453,247,782,463,638,443,25,101,169,298,176,910,347,300,299,2624
Coalinga,2023,14210,11905,4146,2305,2636,1060,1440,821,764,1672,1569,1387,1323,1197,672,3844,7114,370,357,16,59,7,138,417,476,379,214,893,534,728,505,30,130,170,310,190,920,374,300,300,2724
Coalinga,2024,14388,12054,4206,2334,2670,1073,1458,831,774,1693,1589,1404,1340,1212,680,3892,7203,374,362,16,60,7,140,423,483,384,217,906,542,739,512,30,145,170,320,190,940,404,300,310,2809
Coalinga,2025,14568,12121,4267,2447,2702,1080,1466,836,778,1702,1598,1412,1347,1218,684,3914,7243,376,364,16,61,7,140,428,490,390,220,919,550,750,520,30,145,190,343,200,960,442,300,320,2930
Coalinga,2026,14693,12225,4307,2468,2725,1087,1479,843,785,1717,1612,1424,1359,1229,690,3946,7306,380,367,16,61,7,142,435,494,393,222,928,555,756,524,30,145,192,346,202,961,443,300,322,2940
Coalinga,2027,14820,12331,4346,2489,2749,1100,1492,850,791,1732,1625,1436,1370,1239,696,3981,7369,383,370,16,62,7,143,438,499,397,224,936,560,763,529,30,145,194,349,203,962,446,300,323,2950
Coalinga,2028,14948,12437,4387,2511,2772,1088,1554,774,823,1561,1728,1398,1290,1327,894,3785,7710,348,372,15,56,7,144,383,461,363,226,991,589,815,559,30,145,195,352,205,962,448,301,322,2960
Coalinga,2029,15076,12544,4427,2532,2796,1098,1567,780,830,1574,1743,1410,1302,1338,902,3818,7776,351,375,15,57,7,145,387,465,366,228,1000,594,822,565,30,145,197,355,207,963,450,301,322,2970
Coalinga,2030,15206,12648,4468,2558,2820,1107,1580,787,837,1588,1757,1422,1312,1349,909,3848,7841,354,379,15,57,7,147,388,470,370,230,1010,600,830,570,31,145,198,358,209,981,451,302,325,3000
Coalinga,2031,15323,12746,4494,2577,2842,1115,1592,793,843,1600,1771,1433,1323,1360,916,3880,7901,356,381,15,58,7,148,391,473,372,231,1016,603,835,573,31,145,200,361,210,982,451,304,328,3010
Coalinga,2032,15442,12844,4521,2597,2864,1125,1605,799,849,1612,1784,1444,1333,1370,923,3910,7962,359,384,15,58,7,149,396,475,374,233,1021,607,839,576,31,145,202,364,211,981,451,305,330,3020
Coalinga,2033,15561,12943,4548,2617,2886,1110,1624,850,777,1594,1676,1555,1340,1198,1219,3692,8326,321,381,14,52,7,150,356,425,336,217,1078,643,880,613,31,145,203,366,213,982,451,306,333,3030
Coalinga,2034,15681,13043,4574,2638,2908,1117,1637,857,783,1606,1689,1567,1351,1208,1228,3722,8390,323,383,14,53,7,151,357,428,338,219,1084,646,885,617,31,150,205,367,213,982,452,306,333,3040
Coalinga,2035,15801,13158,4601,2643,2931,1127,1651,865,790,1621,1704,1580,1363,1218,1239,3755,8464,326,387,14,53,7,152,361,430,340,220,1090,650,890,620,31,150,207,368,215,990,465,308,336,3070
Coalinga,2036,15904,13244,4625,2660,2950,1136,1662,870,795,1631,1715,1591,1371,1226,1247,3780,8520,328,389,14,53,7,153,362,432,342,221,1096,654,895,623,31,150,208,369,216,990,468,309,338,3080
Coalinga,2037,16008,13331,4649,2677,2969,1143,1673,876,801,1642,1726,1601,1380,1234,1255,3803,8575,331,392,15,54,7,154,362,435,344,222,1102,657,900,627,31,149,209,370,218,990,471,310,340,3090
Coalinga,2038,16112,13417,4673,2695,2988,1137,1666,902,856,1614,1573,1721,1358,1181,1409,3570,8948,291,386,13,48,6,155,347,396,307,198,1119,693,960,653,31,149,211,371,219,990,474,312,343,3100
Coalinga,2039,16217,13505,4697,2712,3008,1146,1677,907,862,1624,1583,1732,1367,1189,1418,3594,9006,293,389,13,48,6,156,347,398,309,199,1125,697,965,657,31,149,213,371,220,991,477,313,345,3110
Coalinga,2040,16323,13593,4722,2730,3027,1154,1688,913,868,1635,1593,1743,1376,1196,1427,3619,9064,295,391,13,48,6,157,352,400,310,200,1130,700,970,660,31,149,214,372,222,1009,480,314,348,3140
Coalinga,2041,16412,13667,4741,2745,3044,1160,1697,918,872,1644,1602,1753,1383,1203,1435,3637,9114,297,393,13,49,6,158,352,402,311,201,1135,703,974,663,31,149,216,374,223,1009,483,315,348,3150
Coalinga,2042,16502,13742,4761,2760,3061,1165,1707,923,877,1653,1611,1762,1391,1210,1443,3658,9164,298,395,13,49,6,159,353,403,313,202,1140,706,978,666,31,149,217,376,225,1009,486,317,350,3160
Coalinga,2043,16592,13817,4780,2775,3078,1236,1691,922,901,1637,1598,1662,1503,1222,1445,3457,9497,259,386,12,43,5,158,327,337,258,169,1200,754,1031,704,31,149,219,379,226,1010,488,318,350,3170
Coalinga,2044,16683,13893,4800,2790,3094,1242,1701,927,906,1646,1607,1671,1511,1229,1453,3476,9549,261,388,12,43,5,159,328,339,259,169,1205,757,1036,707,31,148,219,381,227,1011,491,319,351,3180
Coalinga,2045,16774,13969,4820,2806,3111,1249,1710,932,911,1655,1616,1680,1519,1236,1461,3496,9601,262,390,12,43,5,160,330,340,260,170,1210,760,1040,710,31,148,221,383,228,1011,494,321,352,3190
Coalinga,2046,16847,14029,4838,2818,3125,1253,1717,936,915,1663,1623,1687,1526,1241,1468,3510,9643,263,392,12,43,5,161,331,341,261,171,1214,763,1044,713,31,148,222,385,229,1014,496,322,352,3200
Coalinga,2047,16921,14091,4856,2830,3138,1259,1725,940,919,1670,1630,1695,1532,1247,1474,3527,9685,264,393,12,44,5,161,332,343,262,171,1219,766,1048,715,31,147,224,386,230,1017,498,324,352,3210
Coalinga,2048,16994,14152,4874,2842,3152,1294,1774,931,918,1748,1599,1543,1645,1223,1477,3335,9999,218,387,10,38,5,160,269,298,228,139,1191,873,1112,764,31,147,226,388,231,1019,500,325,352,3220
Coalinga,2049,17068,14213,4891,2855,3166,1297,1782,935,922,1756,1606,1550,1652,1229,1484,3348,10042,219,389,11,38,5,161,269,299,229,139,1195,877,1116,767,31,147,227,390,232,1020,503,326,354,3230
Coalinga,2050,17142,14275,4910,2867,3179,1304,1789,939,926,1763,1613,1557,1660,1234,1490,3363,10086,220,391,11,38,5,161,270,300,230,140,1200,880,1120,770,31,146,228,392,233,1022,505,328,355,3240
Firebaugh,2019,7725,7725,2041,0,1446,829,1143,655,680,1221,833,852,792,436,284,504,7156,20,29,0,16,0,0,161,400,410,270,500,100,130,70,75,16,434,85,51,236,143,71,46,1157
Firebaugh,2020,7725,7725,2040,0,1446,832,1133,636,653,1260,828,847,799,451,286,495,7165,20,29,0,16,0,0,180,420,440,280,450,90,120,60,70,15,409,79,48,237,139,47,46,1090
Firebaugh,2021,8072,8072,2101,0,1511,870,1184,664,682,1316,865,885,835,472,299,518,7487,21,30,0,16,0,0,186,432,453,288,463,93,124,62,75,16,432,79,51,233,137,43,46,1110
Firebaugh,2022,8145,8145,2163,0,1525,878,1195,670,688,1328,873,893,842,476,302,523,7555,21,30,0,16,0,0,191,445,467,297,477,95,127,64,75,16,434,85,51,236,143,71,46,1157
Firebaugh,2023,8359,8359,2227,0,1565,895,1188,649,640,1381,967,811,840,620,368,498,7800,18,28,0,15,0,0,170,396,406,330,576,113,151,85,80,20,440,90,50,270,150,70,50,1220
Firebaugh,2024,8574,8574,2293,0,1606,919,1218,666,656,1416,992,832,862,636,377,509,8001,19,29,0,16,0,0,175,408,418,340,593,117,155,87,80,20,450,90,50,280,160,70,50,1250
Firebaugh,2025,8792,8792,2361,0,1646,941,1249,683,673,1452,1017,853,884,653,387,523,8204,19,30,0,16,0,0,181,420,430,350,610,120,160,90,80,20,460,80,50,280,140,70,50,1230
Firebaugh,2026,8873,8873,2384,0,1661,950,1261,689,679,1465,1026,861,892,659,391,527,8280,20,30,0,16,0,0,182,424,434,354,616,121,162,91,80,20,464,83,52,282,147,70,50,1250
Firebaugh,2027,8954,8954,2408,0,1677,959,1272,695,685,1479,1036,869,900,665,394,532,8356,20,30,0,16,0,0,184,429,439,357,622,122,163,92,81,20,474,83,57,285,149,71,51,1270
Firebaugh,2028,9036,9036,2432,0,1692,940,1321,635,657,1312,1279,832,833,741,486,501,8476,17,27,0,15,0,0,158,402,412,382,677,127,176,98,81,20,477,86,60,288,152,75,51,1290
Firebaugh,2029,9119,9119,2456,0,1707,948,1333,640,663,1324,1291,840,841,748,491,505,8553,18,28,0,15,0,0,159,406,416,386,683,129,178,99,81,20,481,87,61,290,153,75,52,1300
Firebaugh,2030,9202,9202,2480,0,1723,956,1345,646,669,1336,1303,848,849,755,495,510,8631,18,28,0,15,0,0,160,410,420,390,690,130,180,100,81,20,485,87,61,293,155,76,52,1310
Firebaugh,2031,9278,9278,2495,0,1737,965,1356,652,674,1347,1313,855,856,761,499,515,8702,18,28,0,15,0,0,161,412,423,392,694,131,181,101,82,20,492,89,64,296,156,78,55,1330
Firebaugh,2032,9354,9354,2510,0,1751,972,1367,657,680,1358,1324,862,863,767,504,519,8774,18,28,0,15,0,0,162,415,425,395,698,132,182,101,82,20,493,91,66,298,158,80,55,1344
Firebaugh,2033,9430,9430,2526,0,1766,935,1366,705,625,1283,1370,951,780,764,651,487,8887,16,26,0,14,0,0,177,395,405,375,740,138,187,109,82,20,497,94,69,301,161,83,56,1363
Firebaugh,2034,9507,9507,2541,0,1780,943,1378,711,630,1293,1381,959,786,770,656,491,8960,16,26,0,14,0,0,178,397,407,377,745,139,189,109,82,20,502,95,69,302,161,83,56,1370
Firebaugh,2035,9585,9585,2557,0,1795,952,1389,717,635,1304,1392,966,793,776,661,496,9033,16,26,0,14,0,0,178,400,410,380,749,140,190,110,82,20,508,97,72,304,164,85,59,1390
Firebaugh,2036,9651,9651,2571,0,1807,959,1398,721,639,1313,1402,973,798,782,666,499,9096,16,26,0,14,0,0,180,402,412,382,753,141,191,110,83,20,512,99,72,306,165,86,59,1401
Firebaugh,2037,9718,9718,2585,0,1820,964,1408,726,644,1322,1412,980,804,787,671,502,9158,16,27,0,15,0,0,182,404,414,384,757,141,192,111,83,20,517,105,75,312,169,89,60,1430
